stage,parameter,parameter_value,baseline_value,file,label,duration_s,sample_rate,frame_size_ms,hop_ms,n_mels,fmin_hz,fmax_hz,representation_type,n_mfcc,mel_scale,normalization_method,dynamic_range_db,quant_bits,time_downsample_factor,time_downsample_method,frequency_mask,snr_db,noise_type,reconstruction_method,griffin_lim_iters,whisper_model,win_length,hop_length,n_fft,representation_shape,representation_values,compression_rate,waveform_snr_db,mel_mse,original_transcript,original_wer,original_command_accuracy,reconstructed_transcript,reconstructed_wer,reconstructed_command_accuracy,asr_accuracy,reconstructed_wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00f0204f_nohash_0.wav,yes,1.0,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x101,8080,0.9900990099009901,-4.512794368738612,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_yes_00f0204f_nohash_0.wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/no/012c8314_nohash_0.wav,no,1.0,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x101,8080,0.9900990099009901,-2.9942446212788916,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_no_012c8314_nohash_0.wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_0.wav,no,1.0,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x101,8080,0.9900990099009901,-3.405284794465551,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_no_0132a06d_nohash_0.wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_1.wav,no,1.0,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x101,8080,0.9900990099009901,-3.0631110624960467,0.0,Now,1.0,0.0,Now,1.0,0.0,0.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_no_0132a06d_nohash_1.wav
example_frame_size,frame_size_ms,30,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_2.wav,no,1.0,16000,30,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,480,160,512,80x101,8080,0.9900990099009901,-3.046574389921042,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_30_no_0132a06d_nohash_2.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_0.wav,yes,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-2.245463013880559,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_yes_004ae714_nohash_0.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_1.wav,yes,0.9288125,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x93,7440,0.9987231182795699,-2.272950723722775,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_yes_004ae714_nohash_1.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00970ce1_nohash_0.wav,yes,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-2.872971935798631,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_yes_00970ce1_nohash_0.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00f0204f_nohash_0.wav,yes,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-3.5890562887444095,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_yes_00f0204f_nohash_0.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/no/012c8314_nohash_0.wav,no,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-0.6833031625230922,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_no_012c8314_nohash_0.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_0.wav,no,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-3.1892511554839813,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_no_0132a06d_nohash_0.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_1.wav,no,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-3.006044427203078,0.0,Now,1.0,0.0,Now,1.0,0.0,0.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_no_0132a06d_nohash_1.wav
example_frame_size,frame_size_ms,40,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_2.wav,no,1.0,16000,40,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,640,160,1024,80x101,8080,0.9900990099009901,-3.3793225640214324,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_40_no_0132a06d_nohash_2.wav
example_frame_size,frame_size_ms,50,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_0.wav,yes,1.0,16000,50,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,800,160,1024,80x101,8080,0.9900990099009901,-2.8969163688930966,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_50_yes_004ae714_nohash_0.wav
example_frame_size,frame_size_ms,50,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_1.wav,yes,0.9288125,16000,50,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,800,160,1024,80x93,7440,0.9987231182795699,-2.5237309043191143,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_50_yes_004ae714_nohash_1.wav
example_frame_size,frame_size_ms,50,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00970ce1_nohash_0.wav,yes,1.0,16000,50,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,800,160,1024,80x101,8080,0.9900990099009901,-3.496609791136598,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_50_yes_00970ce1_nohash_0.wav
example_frame_size,frame_size_ms,50,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00f0204f_nohash_0.wav,yes,1.0,16000,50,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,800,160,1024,80x101,8080,0.9900990099009901,-3.8029736945394927,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_50_yes_00f0204f_nohash_0.wav
example_frame_size,frame_size_ms,50,25,/Users/home2/Desktop/xy/year1 /summer project/no/012c8314_nohash_0.wav,no,1.0,16000,50,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,800,160,1024,80x101,8080,0.9900990099009901,-1.281438325579641,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_50_no_012c8314_nohash_0.wav
example_frame_size,frame_size_ms,50,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_0.wav,no,1.0,16000,50,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,800,160,1024,80x101,8080,0.9900990099009901,-1.8971539308669894,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_50_no_0132a06d_nohash_0.wav
example_frame_size,frame_size_ms,50,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_1.wav,no,1.0,16000,50,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,800,160,1024,80x101,8080,0.9900990099009901,-2.0362451031527042,0.0,Now,1.0,0.0,Now,1.0,0.0,0.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_50_no_0132a06d_nohash_1.wav
example_frame_size,frame_size_ms,50,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_2.wav,no,1.0,16000,50,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,800,160,1024,80x101,8080,0.9900990099009901,-2.843509139814999,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_50_no_0132a06d_nohash_2.wav
example_frame_size,frame_size_ms,75,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_0.wav,yes,1.0,16000,75,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1200,160,2048,80x101,8080,0.9900990099009901,-2.572086535931391,0.0,Yes.,0.0,1.0,Yes,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_75_yes_004ae714_nohash_0.wav
example_frame_size,frame_size_ms,75,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_1.wav,yes,0.9288125,16000,75,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1200,160,2048,80x93,7440,0.9987231182795699,-2.032683512653975,0.0,Yes.,0.0,1.0,Yes,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_75_yes_004ae714_nohash_1.wav
example_frame_size,frame_size_ms,75,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00970ce1_nohash_0.wav,yes,1.0,16000,75,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1200,160,2048,80x101,8080,0.9900990099009901,-2.9543583160154196,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_75_yes_00970ce1_nohash_0.wav
example_frame_size,frame_size_ms,75,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00f0204f_nohash_0.wav,yes,1.0,16000,75,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1200,160,2048,80x101,8080,0.9900990099009901,-1.5663488778448686,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_75_yes_00f0204f_nohash_0.wav
example_frame_size,frame_size_ms,75,25,/Users/home2/Desktop/xy/year1 /summer project/no/012c8314_nohash_0.wav,no,1.0,16000,75,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1200,160,2048,80x101,8080,0.9900990099009901,-1.610485266090269,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_75_no_012c8314_nohash_0.wav
example_frame_size,frame_size_ms,75,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_0.wav,no,1.0,16000,75,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1200,160,2048,80x101,8080,0.9900990099009901,-3.3669483424265296,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_75_no_0132a06d_nohash_0.wav
example_frame_size,frame_size_ms,75,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_1.wav,no,1.0,16000,75,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1200,160,2048,80x101,8080,0.9900990099009901,-2.4280396778670625,0.0,Now,1.0,0.0,Now.,1.0,0.0,0.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_75_no_0132a06d_nohash_1.wav
example_frame_size,frame_size_ms,75,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_2.wav,no,1.0,16000,75,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1200,160,2048,80x101,8080,0.9900990099009901,-2.5438627608187216,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_75_no_0132a06d_nohash_2.wav
example_frame_size,frame_size_ms,100,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_0.wav,yes,1.0,16000,100,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1600,160,2048,80x101,8080,0.9900990099009901,-2.541907273992182,0.0,Yes.,0.0,1.0,Yes,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_100_yes_004ae714_nohash_0.wav
example_frame_size,frame_size_ms,100,25,/Users/home2/Desktop/xy/year1 /summer project/yes/004ae714_nohash_1.wav,yes,0.9288125,16000,100,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1600,160,2048,80x93,7440,0.9987231182795699,-2.1133504834461823,0.0,Yes.,0.0,1.0,Yes,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_100_yes_004ae714_nohash_1.wav
example_frame_size,frame_size_ms,100,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00970ce1_nohash_0.wav,yes,1.0,16000,100,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1600,160,2048,80x101,8080,0.9900990099009901,-2.3768210517679647,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_100_yes_00970ce1_nohash_0.wav
example_frame_size,frame_size_ms,100,25,/Users/home2/Desktop/xy/year1 /summer project/yes/00f0204f_nohash_0.wav,yes,1.0,16000,100,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1600,160,2048,80x101,8080,0.9900990099009901,-3.3866444016597885,0.0,Yes.,0.0,1.0,Yes.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_100_yes_00f0204f_nohash_0.wav
example_frame_size,frame_size_ms,100,25,/Users/home2/Desktop/xy/year1 /summer project/no/012c8314_nohash_0.wav,no,1.0,16000,100,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1600,160,2048,80x101,8080,0.9900990099009901,0.18993094814543002,0.0,No.,0.0,1.0,No,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_100_no_012c8314_nohash_0.wav
example_frame_size,frame_size_ms,100,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_0.wav,no,1.0,16000,100,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1600,160,2048,80x101,8080,0.9900990099009901,-0.6977400426525159,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_100_no_0132a06d_nohash_0.wav
example_frame_size,frame_size_ms,100,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_1.wav,no,1.0,16000,100,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1600,160,2048,80x101,8080,0.9900990099009901,-2.551103601316291,0.0,Now,1.0,0.0,Now.,1.0,0.0,0.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_100_no_0132a06d_nohash_1.wav
example_frame_size,frame_size_ms,100,25,/Users/home2/Desktop/xy/year1 /summer project/no/0132a06d_nohash_2.wav,no,1.0,16000,100,10,80,0,8000,mel,20,linear,none,,0,1,none,none,,white,griffin_lim,16,tiny,1600,160,2048,80x101,8080,0.9900990099009901,-2.8040031169463084,0.0,No.,0.0,1.0,No.,0.0,1.0,1.0,/Users/home2/Library/CloudStorage/OneDrive-ImperialCollegeLondon/Summer project 2/version 2/example output/reconstructed/example_frame_size_frame_size_ms_100_no_0132a06d_nohash_2.wav
